text,label
les français qui seront pr l’argentine cette après-midi vs êtes les plus gros vendus du monde,hate_speech
les gens qui font des plans d’argent facile ils aiment trop blamer l’escrocs quand ils se font arnaquer alors que c… https://t.co/ZFEckGeoLO,none
Les gros ils aiment pas quand on leurs dit la vérité . Vous pensez on va changer la taille des avions parce que vou… https://t.co/OO6Edr1wOK,none
"Les plus gros vendeurs d’armes au monde,donc je ne vois pas jusqu’à la ce qu’il y’a de choquant 
Et pour le journal… https://t.co/np7A25bC4l",none
Les types sur tiktok qui filment zehma leur journée réveil ménage jspkwa c’est les plus gros bdg,none
"Libé chien chien du nain élyzé hein? &amp; de son cabot très cabot el Nano Darmanino relayés par le""ze""big gros mouton,… https://t.co/jYHFXxEwga",none
Lu Dort et Poku ils aiment trop jouer a « celui qui marque un lay up c’est une pute »,sexism
"Lui c est un gros idiot 
On peut être limité comme ça?? https://t.co/Gziq5pFKxa",bullying
"Ma mère est nounou. Un jour, un petit de 2 ans a fait sa sieste dans mon lit (j'étais au collège). Il a fait 💩et a… https://t.co/V6wejTFejd",none
même avec des gros sièges y’aura tjr qlqun de plus gros donc ils vont devoir revoir la conception entière à chaque… https://t.co/yIpTs5neun,none
Mais c’est tellement gros https://t.co/zJfkSwNRGm,none
Mais en vrai de vrai c’est grv d’être grv d’être gros comme ça https://t.co/ypzSQkltZW,bullying
mais ferme ta gueule sale pute https://t.co/keJn5mEvIU,sexism
mais gros mdr https://t.co/M49HlSyayL,none
Mais il est débile ouuu ??,bullying
Mais il va falloir un gros avion 😳😳😳 https://t.co/lMduVMJV5C,none
"mais les fils de pute qui iraient jamais au combat pour la france là, ils se torchent le cul avec le drapeau toute… https://t.co/35aDgUBIRw",sexism
Mais quand ca disait wejdene a sorti un son reubeu renoi jpensais c'etait une blague vu que c'etait que des screen… https://t.co/x3aKf78vtM,racism
Mais qui est cette conne https://t.co/tgQ6lBG3iq,bullying
mais vegedream est trop en retard. il a manquait l’occasion d’avoir un gros chèque,none
Mdr ils vont tellement plier un classique la France… je le vois arriver gros comme une maison… https://t.co/AjO0mS4T9Q,none
"mdr je pense vraiment que tes tweets de Madame Irma sont de mauvais présages, je le dis sans mal gros https://t.co/7kx8kMnslS",none
MDR.. ELLE EST CAPABLE DE CA ..AUSSI...LA DEBILE! https://t.co/HVyFqTqNnN,bullying
Mdrr meme moi cette phrase ma fatiguer logique ton daron veut pas tu côtoies un mec qui vend de la drogue noir ou b… https://t.co/KvrknHiPab,none
Mdrrr ? Mais c’est une pute ? Elle est grv coopérative hein ! https://t.co/iGkNZckrB8,sexism
Mdrrr jaurais grv été un renoi soukali sah https://t.co/jrneDZfjp6,racism
Mdrrrr le conducteur du train qui nous dit « et bien sûr allez les bleus attention mesdames messieurs aujourd’hui c… https://t.co/m8YNjVTbVK,none
Mdrrrr par contre les gros racistes la bas c’est pire que chez nous 😭 https://t.co/vtvtD1mnD7,none
Migrant Rooftop Protest Hotel: https://t.co/8tNtzIvtCs,none
Migrant😂👍 https://t.co/qlrPxLGM5x,racism
mon gros bébé est sur la route j'suis si heureuse&lt;3333,none
MON GROS MÊME TA MEUF ÉCOUTE LA LEAGUE,none
mon plus gros play https://t.co/LaoE7aLVqn,none
mon rêve c’était un gros foutoir wsh j’ai rêvé du match y’avait 4-5 pour l’argentine ??? puis à genre 58 min ils on… https://t.co/YJvsW0EOAC,none
"Mon théorème de ""l'effet CdM"" c'est qu'il va se reprendre de bons gros mouvements sociaux comme en 2018 🥰 https://t.co/iFfnbhoxQY",none
ms concentre toi sur la cdm chpas sois un negro normal https://t.co/K6UDL7AP0v,racism
N3al sheitane j’me reveille avec des gros trace de main sur mon bras ???,none
N’en voulons pas à Booker pour ça. Il est normal d’essayer d’atteindre la barre des 60 points. Zion a aussi tapé un… https://t.co/TzINqUsQN6,none
"Niquez vos meres a pas savoir conduire, encore un sale fils de pute qu’à frotter ma voiture",hate_speech
Non les frères comme ça qui répondent pas au provocation débile ♥️♥️♥️♥️ https://t.co/HO8AUmCBuX,none
Non mais la question est debile non ? https://t.co/xqeumJSYzn,none
Oh le gros rat il peut pas lui payer une villa ce chien ? https://t.co/VmOCPVP2ax,hate_speech
Oh le gros rat sa grand mère c’est quoi ca Aubervilliers la dinguerie,bullying
ohhh le gros suceur de royalo il a pas aimé que son petit copain coké de 40kg se fasse ridiculiser 🤓🤓🤓 rentrez vous… https://t.co/G0jdGiv9UO,homophobia
on a 56 comptes a régler en gros,none
"On met pas ou peu d'article 700, vous ralez. On en met des gros, au delà même de la demande, vous ralez.

Conclusio… https://t.co/975KjVX9PB",none
On parle des argentins mais on a les mêmes fils de pute chez nous https://t.co/FfHTgje5hv,hate_speech
On te bz le gros https://t.co/810ihwp8nH,hate_speech
Orh? C’est quoi ce gros chat ? https://t.co/69TKqV0lsh,none
"Ouais, alors y a quand même un gros problème sur les immunodéprimés, c’est que je le suis et que je ne reçois ni bo… https://t.co/1bpiwWnJf3",none
"Oui c'est une option.
D'ailleurs lorsque les gros joueurs de tête hollandais sont entré en cours de match, ça avait… https://t.co/GYF9tYo6Hm",none
Oui en gros t’as menti pour faire tes stats https://t.co/cQgCjvZnYP,none
Oui et puis c’est vrai qu’ils existent aucun renoi musulmans tsais https://t.co/BuG4yjqKvN,racism
P word ??! C’est quoi ???? Svp aidez moi me dites pas PD quand même ? 😂😂😂😂 commérer PD. Et NEGRO !!!!!??? Whatttt t… https://t.co/oIZJwl1Fsj,racism
"Par contre les miss c’est toutes les mêmes écoles infirmières médecin droit, harcèlement plus jeune, garçon manqué,… https://t.co/rjOJeGnE5l",none
"Par contre si on gagne, c’est pas pour faire le gros raslar ou quoi hein mais Vegedream j’espère que dans ta chanso… https://t.co/tSRkvig5OV",none
Paredes est un réel fils de pute https://t.co/xA2MnvpVoD,hate_speech
Parfait le plus gros poissard est pour l’Argentine on est bons https://t.co/s7fjTUDl2R,none
"pitié.. faut vraiment que les rebeu sucré arrête de faire des ""séries"" aussi merdique pensant avoir Dead ça... https://t.co/9kghy2dNj6",racism
"Play, gros coup de cœur https://t.co/Yky4odqdiR",none
"Plus besoin de déguisement, je suis définitivement votre plus gros clown. C’est fou ça. Ça doit être l’humour de me… https://t.co/AChrG8cXjk",none
"Pour cette dernière, nous avons mis à contribution les 2 graphistes qui nous ont aidés en les faisant collaborer ex… https://t.co/F3AFLziGZE",none
Pour le match je sens un gros scandale arriver jsp pk,none
Pourquoi il ne faut jamais utiliser la pixellisation d'un texte comme méthode de masquage si le texte en question e… https://t.co/s1j1u3BE61,none
Pourquoi le M du logo miss frand on dirait un gros cul?,sexism
POURQUOI ma fac m'envoie un mail sur les délestages fils de pute,hate_speech
"Preuve que les miracles de Noël existent, Caroline DeHaas admet que l’extrême gauche pratique le harcèlement en lig… https://t.co/liM2TH8OrY",none
Ptdrr l’autre il ose dire « et ça parle plus » logique mec t’es un gros menteur 😂😂😂😂😂😂,none
Ptdrrr déjà le fait que des femmes noires soient à fond sur des influences rebeu 🤭🤭🤭🤭 https://t.co/9HXZCqbcHE,racism
ptdrrr elle est trop mignonne c trop le genre d’envie que jpeux avoir un gros poulet rôti https://t.co/41VuE9THaY,none
"PTDRRR mais à aucun moment ils se sont dit que c’es une mauvaise idée "" T'es un renoi, t'es pas musulman. Tu pries… https://t.co/3pc2wX8o4o",hate_speech
Ptdrrr on a eu le droit au plus gros csc de l’histoire https://t.co/aGVniZ8HZZ,none
Ptdrrrr la SERBIE https://t.co/y9MyrUA73D,none
Ptdrrrrr mais vtf gros https://t.co/Cyfojy2fZN,hate_speech
Ptn mais je suis trop conne j’aurais dû réfléchir,none
Ptn on compte sur vous l’EDF fumez ces gros racistes svp https://t.co/4u3kEmdTc2,none
"pute, meurtre et mouchoirs ? https://t.co/m73opIKyhn",hate_speech
Qu’est-ce qu’il raconte ce fis de pute https://t.co/rTJkgogIDl,hate_speech
"Quand est-ce que vous allez comprendre qu’un trophée homme du match, ce n’est pas par rapport aux stats mais par ra… https://t.co/ybWeZrDqZH",none
quel énorme fils de pute j'en peux plus de voir sa gueule https://t.co/GTRyDMj9gL,hate_speech
"Quel délire, on le mérite ce bon gros bear market 😑.
#cryptomonnaie #cryptocurrency #cryptotwitter #cryptomarket… https://t.co/xGhYq5ifiq",none
quelle tartuffe !! quel imposteur ! le debile moyen !! https://t.co/qJRzLiAxie,bullying
Qui m’a laissé me balader avec un si gros piercing dans mon nez l’année dernière ????????,none
Qui peut sortir ce genre de tweet debile il démissionne et redemande un vote pour revenir c’est la démocratie mais… https://t.co/qNgOCI5UOj,none
Réel réflexion pk les sneakers addict en plus d’être un poil con se sapent comme de la d? Genre les gars ok vous av… https://t.co/bHhnbQPcNi,hate_speech
Réfection de la RN1: Tshisekedi donne le go de passage du premier camion gros porteur https://t.co/VR8nv0nJb8,none
"RDC  RN 1
Le Président Tshisekedi a donné le go de passage du premier camion gros porteur, après les dégâts causés… https://t.co/bR3GQ031p1",none
"RT @__Verlaine__: Bonjour @sandrousseau,
Quelle était la pertinence de ce tweet que vous avez laissé en ligne durant 8 secondes ?
Qu'est-ce…",none
RT @_cocolait: Purée Damso est trop beau Didi je te comprend trop meuf sa barbe là et ses gros bras,none
RT @_dieuoff: Il est toujours bon de le rappeler : les gens qui frappent leurs animaux sont des gros fils de putes.,hate_speech
"RT @3615luluberlu: Catsitting réussi avec Laszlo, gros pépère qui a été récupéré dans la rue par une association et qui est devenu une mach…",none
RT @49dloading: @a37sn 104 matchs en 2 mois sale gros puant,bullying
"RT @50NuancesDeNBA: Gros match pour l’ami Walker ce soir malgré la défaite : 

32 points et 7 passes décisives ✨

Le retour de Kemba ? 👀 ht…",none
"RT @69vieille: La société : les violences conjugales c'est mal. Les victimes, parlez

*Un homme frappe sa femme, la victime parle*

La soci…",hate_speech
RT @94StPatrick: @skk_ee Ma go sûr gros bisous à elle,none
RT @Afrodite_Amour: COMBO RAMENEZ LA COUPE A LA MAISON ET GRAND MÈRE CANCEREUSE MISS GUADELOUPE TON GROS CERVEAU #MissFrance2023,none
RT @AgrarX: @JLMelenchon Et gros gogole c'est justement tout ce qui est tenu par la gauche et des fonctionnaires qui se délite 😅😅😅,none
"RT @alaingresh: @OrientXXI a atteint 90 % de son objectif. Lectrices et lecteurs encore un effort, 5000 euros à collecter. Les petits comme…",none
RT @AlainSobi1: @JANGUYENVANTAM @pjacquemain @GDarmanin Et un gros collabo de l’islamo gauchisme.,hate_speech
"RT @Alb34991995: #MissFrance n'a aucun critère sur sa sexualité ÉVIDEMENT
En tant qu'hétéro, il m'arrive de trouver des gays absolument cha…",sexism
RT @ALEJANDRAPobeda: @zazafontaine42 ☀️😇☀️😇☀️😇☀️😇bon dimanche et gros bisous l'ami☀️☀️☀️☀️☀️☀️ https://t.co/6CtXXTt1kk,none
"RT @AlexisMrl98: Le but de Boadu, sur la remise d’Embolo ! Beau but. 🇲🇨👍🏼 #FIOASM https://t.co/5NXXKX551r",none
RT @AlexSofamous: Explosez les commentaires sous ses tweets..ce sont ces gens là qui mentent au peuple et sont corrompu par le pouvoir ..⚠️…,none
"RT @AMBRE9806: Toujours egale a elle meme et en plus à toujours compartimenter les personnes, élue miss conne 2022-2023 @sandrousseau @EELV…",none
RT @angesarah_098: @Javinelio On va certainement sortir les grandes lignes en leak en attendant que la commission Sécretariat et rédaction…,none
"RT @annebkk: @Cdanslair Les soignant sont d'accord avec vous, la preuve : 
Chiffres 4e dose pour les professionnels de santé : 
- soignants…",none
"RT @annebkk: @lemonde_va Les soignants antivax d'hier rejoignent les soignants antivax d'aujourd'hui, la preuve : 
Chiffres 4e dose pour le…",none
"RT @ArianeChemin: En Ukraine, Poutine a «eu les yeux plus gros que le ventre». L’abolition de la peine de mort? Bof. «Notre seule chance de…",none
"RT @ARM_Magniac: Hier je me suis disputé avec une débile de ma promo; toux &amp; fièvre depuis mercredi. Pas de TAG fait, car y aurait plus de…",bullying
RT @AtaraxieLiloo: Tout a fait vrai. Entre autres formes de harcèlement. Ce gars est répugnant.,none
RT @Audrey_Lari: RT si ton gars s’est marié hier,none
"RT @AvadaPythagore: C'est marrant les footix qui relaient des vidéos d'Argentins pour souligner que ce sont des gros racistes,sans relever…",bullying
RT @ayanrfe: Cette cyber harcèlement a ensuite dépassé le niveau des réseaux et est passé au réel j’ai était agresser dans la rue par deux…,none
RT @aylaasnow: ptdrrrrr le seul critère bien débile que j’aurais à vie 🤣,none
RT @baleinesablee: @Shironinho l’équipage de Shanks sert à quoi honnêtement ? 103 (cent-trois) tomes tout ce qu’on a vu c’est le gros avec…,none
RT @Bardellajohnny1: Vous allez faire vomir cette conne de Sandrine Rousseau !,hate_speech
RT @BebetoFCB: Y’a des humains pour rentrer dans le Fc negro en deuspi,racism
"RT @Belgard38745029: @dc5960 @AQuatennens Je sais pas, peut être, parce que au pif, cette histoire est en train d'affecter tout le parti et…",none
RT @BemavoSports: Très gros match de Notre Soldat Thomas Llaury (@LlauryThomas) 🅜🅥🅟 de la rencontre avec Espoirs @OLB45 qui s'impose face E…,none
"RT @bettynutely: @E2Villiers Seule coupe qui vaille le coup
qu'on s'y attarde car,insolite, elle pose la question de la stabilité dans la d…",none
"RT @BfmCrypto: Binance : peur sur les marchés et gros retraits

""Il y a eu 6 milliards de dollars de retraits entre le 12 et le 14 décembre…",none
"RT @BFMTV: ""L'Argentine, ça va être un gros morceau""

Alain Giresse, ancien footballeur de l'équipe de France, est à Doha pour soutenir les…",none
"RT @Biancone2: Pour passer de bonnes fêtes de noël à Toulouse, rendez-vous chez @cheztontontlse. Les « marrons » vous serons gracieusement…",none
RT @BIau94: Dhdgfg même la balle il lui jette pas ce fou https://t.co/XBqs2fVPec,none
RT @blkcll: C’est devenu un gros tapin d’enculés j’ai trop la rage alors que les fans de poupette sont juste des détraqués mentaux et y’a u…,hate_speech
"RT @boulaya242: Un outfit de l’extrême droite , un négro black panthère…#boulaya242 #yesbb #Blois https://t.co/ypS0120XPw",racism
"RT @BrahimTouza: @PatrickAdemo Mais sal débile on est à 2 doigt de rater l’avion tu tweet, concentre toi on est même pas à l’aéroport on es…",bullying
RT @Brams_brabra: Il y a des français que ça ne dérange pas de supporter l’Argentine pour un Messi raciste qui qualifiait notamment Drenthe…,none
RT @BrochardR: @Sonia29739 Merci Sonia bon dimanche et gros bisous 😘😘😘😘,none
"RT @Brolo97: @ghettoblaster57 @FrenchRapUS ""je le répète depuis octobre"" mais personne te connais gros",bullying
"RT @BweliTribe: Pour cette dernière, nous avons mis à contribution les 2 graphistes qui nous ont aidés en les faisant collaborer exceptionn…",none
RT @Cafeaul29688502: @F_Desouche Pauvre gars il a dû accepter son triste sort en silence des David comme lui il y en a beaucoup.  Pauvre de…,none
